ISBN,Title,Author,Year-Of-Publication,Publisher,Genre,Description,Average_rating,Ratings_count,Image-URL-S,Image-URL-M,Image-URL-L
2842614186,Confessions d'un automate mangeur d'opium,Fabrice Colin,2003,Le Serpent Ã?Â  plumes,Science Fiction,"Paris, 1899... L'industrie, portÃ©e par la force de l'Ã‰ther, a rÃ©volutionnÃ© le monde. Le ciel bourdonne de machines volantes, les automates sont partout qui agissent au service des hommes, hommes qui communiquent entre eux par tÃ©lÃ©chromos d'un continent Ã  un autre. Dans cette ville moderne oÃ¹ s'ouvre une Ã©blouissante Exposition Universelle, une jeune comÃ©dienne, Margo, aidÃ©e de son frÃ¨re psychiatre, enquÃªte sur la mort mystÃ©rieuse de son ex-maÃ®tresse et d'un singulier personnage crÃ©ateur de robots... Ã‰crites Ã  deux mains par deux jeunes auteurs incroyablement douÃ©s, ces Confessions d'un automate mangeur d'opium sont un bonheur d'imagination et de virtuositÃ© littÃ©raire, Ã  dÃ©couvrir au plus vite.",3.38,184,http://images.amazon.com/images/P/2842614186.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2842614186.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2842614186.01.LZZZZZZZ.jpg
3596260175,Erec.,Hartmann von Aue,1999,"Fischer (Tb.), Frankfurt",Classics,"Mit dem â€ºErecâ€¹ - entstanden zwischen 1180 und 1190 - erÃ¶ffnet Hartmann von Aue die Tradition des hÃ¶fischen Artusromans in der deutschen Literatur. Er leistet damit fÃ¼r den deutschen Sprachraum, was zuvor ChrÃ©tien de Troyes (u. a. mit â€ºÃ‰rec et Ã‰nideâ€¹) fÃ¼r Frankreich geleistet hat. Die historische Artusgestalt - ein kymrischer StammeshÃ¤uptling um 500 n. Chr. - ist hier zur VerkÃ¶rperung eines Systems von Idealvorstellungen geworden, die sich am ehesten als Synthese weltlich-kÃ¤mpferischer Tugenden, geistlicher Normen und Ã¤sthetischer AnsprÃ¼che beschreiben lassen und in dem Begriff â€ºritterlichâ€¹ zusammenlaufen. Ritter Erec hat durch sein â€ºverligenâ€¹ bei Enite, die er im Turnierkampf gewonnen hat, seinen Aufenthalt am Artushof verwirkt. In einer Reihe von BewÃ¤hrungsproben, den â€ºaventiurenâ€¹, bÃ¼ÃŸt der Ritter seine Verfehlung ab, bis er sich wieder als der Artusrunde wÃ¼rdig erweist.,Die vorliegende Ausgabe stÃ¼tzt sich auf die von Albert Leitzmann erarbeitete Edition (Halle 1939). Die Ãœbersetzung des Berliner Germanisten Thomas Cramer folgt dem Gebot mÃ¶glichst groÃŸer Zeilentreue und will das Original nicht ersetzen, sondern erschlieÃŸen. Das Nachwort gibt AufschluÃŸ Ã¼ber die literarhistorische Rezeption und Interpretation des â€ºErecâ€¹.",3.36,364,http://images.amazon.com/images/P/3596260175.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3596260175.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3596260175.01.LZZZZZZZ.jpg
1573229865,The Dream of Scipio,Iain Pears,2003,Riverhead Books,Historical,"Three narratives, set in the fifth, fourteenth, and twentieth centuries, all revolving around an ancient text and each with a love story at its center, are the elements of this ingenious novel, a follow-up to the bestselling, An Instance Of The Fingerpost.,The centuries are the fifth (the final days of the Roman Empire); the fourteenth (the years of the Black Death); and the twentieth (World War II). The setting for each is the same--Provence--and each has at its heart a love story. The narratives intertwine seamlessly, but what joins them thematically is an ancient text--""The Dream of Scipio""--a work of neo-Platonism that poses timeless philosophical questions. What is the obligation of the individual in a society under siege? What is the role of learning when civilization itself is threatened, whether by acts of man or nature? Does virtue lie more in engagement or in neutrality? ""Power without wisdom is tyranny; wisdom without power is pointless,"" warns one of Pears's characters.",3.74,3950,http://images.amazon.com/images/P/1573229865.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573229865.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573229865.01.LZZZZZZZ.jpg
1582341338,Typhoid Mary: An Urban Historical,Anthony Bourdain,2001,Bloomsbury Publishing (NY),Nonfiction,"From the best-selling author of Kitchen Confidential comes this true, thrilling tale of pursuit through the kitchens of New York City at the turn of the century.,By the late nineteenth century, it seemed that New York City had put an end to the outbreaks of typhoid fever that had so frequently decimated the city's population. That is until 1904, when the disease broke out in a household in Oyster Bay, Long Island. Authorities suspected the family cook, Mary Mallon, of being a carrier. But before she could be tested, the woman, soon to be known as Typhoid Mary, had disappeared. Over the course of the next three years, Mary worked at several residences, spreading her pestilence as she went. In 1907, she was traced to a home on Park Avenue, and taken into custody. Institutionalized at Riverside Hospital for three years, she was released only when she promised never to work as a cook again. She promptly disappeared.,For the next five years Mary worked in homes and institutions in and around New York, often under assumed names. In February 1915, a devastating outbreak of typhoid at the Sloane Hospital for Women was traced to her. She was finally apprehended and reinstitutionalized at Riverside Hospital, where she would remain for the rest of her life.,Typhoid Mary, is the story of her infamous life. Anthony Bourdain reveals the seedier side of the early 1900s, and writes with his renowned panache about life in the kitchen, uncovering the horrifying conditions that allowed the deadly spread of typhoid over a decade. ,Typhoid Mary, is a true feast for history lovers and Bourdain lovers alike.",3.6,3503,http://images.amazon.com/images/P/1582341338.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1582341338.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1582341338.01.LZZZZZZZ.jpg
1570543275,Create Anything With Clay,Sherri Haab,1999,Klutz Press,Crafts,"Create Anthing With Clay comes with eight blocks of colorful polymer clay and a ton of terrific ideas. Projects include Itty-Bitty Hardback Books, Incredible Sushi and make-your-own Snow Globes. Bake your masterpieces to permanence in your home oven.Comes With: 8 one-ounce brks of polymer clay Have fun",3.83,18,http://images.amazon.com/images/P/1570543275.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1570543275.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1570543275.01.LZZZZZZZ.jpg
1568650094,The Complete Book of Swords,Fred Saberhagen,1985,Doubleday Books,Fantasy,"The Swords were forged on a lifeless, wind-scoured mountaintop, with fire drawn from the earth's belly, and metal that fell from the sky. They were tempered with human sweat and human blood by the hand of the god Vulcan, Master Smith.",4.05,3415,http://images.amazon.com/images/P/1568650094.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1568650094.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1568650094.01.LZZZZZZZ.jpg
1583143661,A Family Affair (Arabesque),Shirley Hailstock,2002,Arabesque,Romance,"A Family Affair by Shirley Hailstock released on Jul 25, 2002 is available now for purchase.",4.19,26,http://images.amazon.com/images/P/1583143661.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1583143661.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1583143661.01.LZZZZZZZ.jpg
3150031737,Maria Magdalena,Hebbel,0,"Philipp Reclam, Jun Verlag GmbH",Classics,"In einem Brief an Charlotte Rousseau schrieb Hebbel Ã¼ber sein Drama Maria Magdalena: ""Ich denke nÃ¤mlich nicht Theater- oder Lese-Futter zu liefern, sondern in einem einzigen groÃŸen Gedicht, dessen Held nicht mehr dieses oder jenes Individuum, sondern die Menschheit selbst ist und dessen Rahmen nicht einzelnen Anekdoten und VorfÃ¤lle, sondern die ganze Geschichte umschlieÃŸt, den Grundstein zu einem ganz neuen, bis jetzt noch nicht dagewesenen Drama zu legen ..."",Mit Hebbels Vorwort, betreffend das VerhÃ¤ltnis der dramatischen Kunst zur Zeit und verwandte Punkte.",2.85,412,http://images.amazon.com/images/P/3150031737.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3150031737.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3150031737.01.LZZZZZZZ.jpg
1564584844,Bicycle Repair Manual,Richard Ballantine,1994,Dorling Kindersley Publishing,Nonfiction,Tips from the world's best-selling bicycle writers on how to keep your bike in top running condition.,3.49,35,http://images.amazon.com/images/P/1564584844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1564584844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1564584844.01.LZZZZZZZ.jpg
2226061185,Le jour des fourmis: Roman,Bernard Werber,1992,A. Michel,Science Fiction,"Elles sont un milliard de milliards. Nous les remarquons Ã  peine, elles nous guettent pourtant depuis longtemps. Pour certaines, nous sommes des Dieux. Pour les autres, des Ãªtres malfaisants. Avec une intelligence et une organisation prodigieuses qui n'ont rien Ã  envier aux armÃ©es les plus redoutables, elles se prÃ©parent Ã  une lutte sans merci. Qui seront les vrais maÃ®tres de la terre ? De la rÃ©ponse Ã  cette question leur survie dÃ©pend... La nÃ´tre aussi. Le jour des fourmis est-il vraiment arrivÃ© ? AprÃ¨s le succÃ¨s phÃ©nomÃ©nal de son prÃ©cÃ©dent roman, ,Les Fourmis,, best-seller international, traduit en douze langues, primÃ© par de nombreux jurys, mis au programme de certaines classes de biologie, Bernard Werber, romancier et journaliste scientifique, poursuit sa grande saga des ""intra-terrestres"". Il nous entraÃ®ne plus loin encore dans un univers hallucinant et terrible, oÃ¹ grouillent des insectes aux comportements pervers, fÃ©roces, fascinants. Plus qu'un thriller, ,Le Jour des fourmis, devient une formidable et troublante odyssÃ©e moderne, mÃªlant la fiction et l'imaginaire Ã  la science la plus avancÃ©e de l'infiniment petit.",4.05,4231,http://images.amazon.com/images/P/2226061185.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2226061185.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2226061185.01.LZZZZZZZ.jpg
3150076218,Novelle: Das Marchen,Johann Goethe,0,"Philipp Reclam, Jun Verlag GmbH",Classics,"Der Text der Â»NovelleÂ« entspricht im Wortlaut, von zwei Ausnahmen abgesehen, der Ausgabe Â»Goethes WerkeÂ«, herausgegeben im Auftrag der GroÃŸherzogin Sophie von Sachsen, Band 18, Weimar 1895, S. 313 bis 348. (Amazon)",3.29,225,http://images.amazon.com/images/P/3150076218.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3150076218.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3150076218.01.LZZZZZZZ.jpg
1891830155,Monkey vs. Robot,James Kochalka,2000,Top Shelf Productions,Sequential Art,"An exciting action-packed rumble-in-the-jungle! A factory of self-replicating robots is stripping the jungle of its natural resources, threatening the territory of a colony of nearby monkeys. A series of encounters between the two groups quickly escalates into all out war.",3.66,315,http://images.amazon.com/images/P/1891830155.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1891830155.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1891830155.01.LZZZZZZZ.jpg
1400075254,Baghdad Diaries: A Woman's Chronicle of War and Exile (Vintage),Nuha Radi,2003,Vintage Books USA,Nonfiction,"In this often moving, sometimes wry account of life in Baghdad during the first war on Iraq and in exile in the years following, Iraqi-born, British-educated artist Nuha al-Radi shows us the effects of war on ordinary people. She recounts the day-to-day realities of living in a city under siege, where food has to be consumed or thrown out because there is no way to preserve it, where eventually people cannot sleep until the nightly bombing commences, where packs of stray dogs roam the streets (and provide her own dog Salvi with a harem) and rats invade homes. Through it all, al-Radi works at her art and gathers with neighbors and family for meals and other occasions, happy and sad. ,In the wake of the war, al-Radi lives in semi-exile, shuttling between Beirut and Amman, travelling to New York, London, Mexico and Yemen. As she suffers the indignities of being an Iraqi in exile, al-Radi immerses us in a way of life constricted by the stress and effects of war and embargoes, giving texture to a reality we have only been able to imagine before now. But what emanates most vibrantly from these diaries is the spirit of endurance and the celebration of the smallest of lifeâ€™s joys.",3.64,304,http://images.amazon.com/images/P/1400075254.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400075254.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400075254.01.LZZZZZZZ.jpg
1400030102,Eye in the Sky,Philip K. Dick,2003,Vintage Books USA,Science Fiction,"While sightseeing at the Belmont Bevatron, Jack Hamilton, along with seven others, is caught in a lab accident. When he regains consciousness, he is in a fantasy world of Old Testament morality gone awryâ€”a place of instant plagues, immediate damnations, and death to all perceived infidels. Hamilton figures out how he and his compatriots can escape this world and return to their own, but first they must pass through three other vividly fantastical worlds, each more perilous and hilarious than the one before.,Winner of both the Hugo and John W. Campbell awards for best novel, widely regarded as the premiere science fiction writer of his day, and the object of cult-like adoration from his legions of fans, Philip K. Dick has come to be seen in a literary light that defies classification in much the same way as Borges and Calvino. With breathtaking insight, he utilizes vividly unfamiliar worlds to evoke the hauntingly and hilariously familiar in our society and ourselves.",3.74,5464,http://images.amazon.com/images/P/1400030102.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400030102.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400030102.01.LZZZZZZZ.jpg
1587611155,The Teen Spell Book: Magick for Young Witches,Jamie Wood,2001,Celestial Arts,Religion,"Teens who desire personal empowerment, a connection to old traditions, or an alternative spirituality will be enchanted with this definitive volume of spells and Wiccan lore written especially for teenagers. THE TEEN SPELL BOOK contains such essential information as: how to cast a spell, tools of the trade, Wiccan holidays, and an invaluable resource guide. Wood provides 75 spells including finding a true friend, banishing sexual harassment, and foreseeing the future. The ultimate guide to girl (and guy) power.â€šÃ„Â¢ Exquisitely illustrated with vintage art of fairies, magical creatures, and enchanted nature.Reviews: ""This is a very attractive book, beautifully published . . . this book stands out from the competition. . . ""â€šÃ„Ã®The Unicorn""I cannot even begin to express my happiness with this newest release from Jamie Wood! Not only has she approached the subject of teen paganism with insight and bravado, she's done it without talking down, or gathering groupies. . . .THE TEEN SPELL BOOK is being given high recommendation when we are asked for a suggested reading list. This is going to be THE book folks â€šÃ„Ã®if you are a teen, the parent of a teen or child, you should have this one on your shelves."" â€šÃ„Ã®Prolific Pagans.com ""Instructions on casting spells such as how to meet a celebrity might add spice to your Halloween soiree!""â€šÃ„Ã®Boston Herald",3.81,80,http://images.amazon.com/images/P/1587611155.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1587611155.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1587611155.01.LZZZZZZZ.jpg
1557043167,"You've Earned It, Don't Lose It : Mistakes You Can't Afford to Make When You Retire",Suze Orman,1997,Newmarket Press,Nonfiction,"It's Your Money. What Happens To It Will Directly Affect The Quality Of Your Life.,""You don't want to become a story in one of my books, and you don't have to,"" says financial advisor Suze Orman, who goes beyond the usual financial primer to describe how to safeguard your financial future, illustrated with stories of ordinary, real-life people who faced misfortune because of naivetÃ©, procrastination, or misinformation. So that you can avoid making similar mistakes and so you an better protect the money you have earned and saved, Orman gives you this easy-to-understand guide to eight vital areas essential for your security and well-being. With simplicity and clarity, complete with resource lists and glossary, she covers:,Choosing and assessing financial advisors.,Trusts, wills, gifts, joint tenancy: Which is right for you?,Early retirement: What to do and how to avoid penalties when receiving your retirement money.,Joint and survivor benefits: Making sure you protect those you love.,Long-term care insurance: How to choose the right policy and what you should pay for it.,Estate taxes and probate costs: How to avoid them.,Durable power of attorney: How it works and why you should have one.,Minimizing expenses and maximizing income: getting the most for your health-care money; getting the most for your life.,As featured on QVC, CNN, FOX, and more.,A selection of The Book-of-the-Month Club.",3.77,100,http://images.amazon.com/images/P/1557043167.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1557043167.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1557043167.01.LZZZZZZZ.jpg
1551668130,The Widow,Anne Stuart,2001,Mira,Romance,"Aristide Pompasse is dead. But the evil in the great artist's soul still haunts the vineyards and lurks in the corners of his Tuscan villa. Known as much for his fabulous portraits as his penchant for young mistresses, Pompasse had not let anyone go until Charlie, his young wife, had managed to escape.,Now Charlie is back, to lay old ghosts to rest, to find the answers to who she was, to make peace with her past and her future. And there is no room in that peaceful future for a dangerous man like Connor Maguire.,Maguire knows what he wants. He is about to break the biggest story of his lifeâ€”Pompasse's murderâ€”and damn anyone who gets in his way. So why can't he keep his eyes and his hands off the old man's widow?,In the old house, where murder is a whisper away, and desire a dance in the moonlight, nothing is quite as it seemsâ€¦.",3.35,430,http://images.amazon.com/images/P/1551668130.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551668130.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551668130.01.LZZZZZZZ.jpg
9722016563,Exortacao Aos Crocodilos,A Lobo Antunes,0,Schoenhofsforeign Books Inc,Fiction,"1.Âª Ed.As vozes de quatro mulheres reconstroem a narrativa de que sÃ£o actores os quatro companheiros delas e que se centra na acÃ§Ã£o de uma rede bombista de extrema-direita a actuar em Portugal a seguir ao 25 de Abril. Sendo personagens menos relevantes para a acÃ§Ã£o principal do que os companheiros, Ã©, no entanto, a voz destas mulheres que reconstrÃ³i os acontecimentos e marca as suas diferenÃ§as de estatuto. A complexidade de relaÃ§Ãµes entre elas define a forma como cada uma se sente em relaÃ§Ã£o Ã s outras e se sente por elas considerada ou desconsiderada. Gradualmente, as relaÃ§Ãµes entre estas mulheres, limitadas a viver na sombra dos homens, irÃ£o mudar no sentido de pÃ´r fim quer Ã  sua situaÃ§Ã£o pessoal, quer Ã  continuaÃ§Ã£o das acÃ§Ãµes da rede bombista.",3.8,158,http://images.amazon.com/images/P/9722016563.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9722016563.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9722016563.01.LZZZZZZZ.jpg
1903650135,Full Time: the Secret Life of Tony Cascarino,Paul Kimmage,2001,Simon &amp; Schuster (Trade Division),Biography,"Full Time: the Secret Life of Tony Cascarino, is the most praised football autobiography in a very long time. Reviewers' jaws dropped at ""the searing honesty ... and the breathless style"" (,The Saturday Times,); ,The Observer Sport Monthly, gasped ""It's ,Angela's Ashes, with half-time oranges ... a footballer's autobiography like no other. The most astonishing sports book of the year."" ""Autobiography"" of course means ghost-written: though told in the first person it was put together by award-winning Irish journalist Paul Kimmage, whose ,Rough Ride, won the William Hill Sports Book of the Year award in 1990. Making the book compulsively readable Kimmage structured it brilliantly, guarding the series of secrets that Cascarino reveals so that the reader is tantalised by cryptic glimpses then made to wait until each revelation in turn is suddenly unveiled. What are these secrets? Suffice to say that some are personal, some professional, some minor and quirky, one major enough to generate heated debate in the press. At times the book reads like the confession of a man who's lived with too much guilt for too long., Throughout, the book maintains a very high standard. It veers towards the blandness for which footballers' autobiographies are famous only when the author is discussing his friends, to whom he is commendably loyal. As for his managers, there are several memorable portraits. In the case of Jack Charlton it's open hero-worship, even when he felt hard done by. Relations with Glenn Hoddle were a very different story. ""He was probably the unfunniest man I have ever known. He was also completely besotted with himself ... When you stepped offside with Glenn, there was nothing to do but accept your fate and hope that you returned in the next life as talented and as perfect as him."", ,The Guardian, said, ""Compared with the standard-issue footballer's autobiography, this is Tolstoy."" Perhaps not quite, but it's brilliant storytelling, and gives a shockingly honest portrait of one footballer and his world. --,David Pickering, ",4.09,704,http://images.amazon.com/images/P/1903650135.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1903650135.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1903650135.01.LZZZZZZZ.jpg
1569472408,The Gravity of Sunlight,Rosa Shand,2001,Soho Press,Cultural,"Prizewinning story writer Rosa Shand makes an impressive debut with a novel lushly set in the tumultuous Africa of the 1970s. Agnes is a dissatisfied wife who has come with her husband, a minister, to teach in Kampala, Uganda. The disintegration of their marriage and Agnes' ecstatic affair is played out against this dangerously unsettled atmosphere, taking the reader on a sensuous and unforgettable journey.",3.29,101,http://images.amazon.com/images/P/1569472408.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1569472408.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1569472408.01.LZZZZZZZ.jpg
1892049252,Sleeper Cars and Flannel Uniforms: A Lifetime of Memories from Striking Out the Babe to Teeing It Up With the President,Elden Auker,2001,Triumph Books,Biography,"Sleeper Cars and Flannel Uniforms brings baseball legends to life through the eyes of Elden Auker, a submarine-style pitcher in the American League from 1933-1942.",3.92,84,http://images.amazon.com/images/P/1892049252.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1892049252.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1892049252.01.LZZZZZZZ.jpg
1580626548,"Zen and the Art of Knitting: Exploring the Links Between Knitting, Spirituality, and Creativity",Bernadette Murphy,2002,Adams Media Corporation,Crafts,This volume uses knitting as a metaphor to discuss the unity of all life and the spirituality involved in all endeavours carried out with mindfulness.,3.8,512,http://images.amazon.com/images/P/1580626548.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1580626548.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1580626548.01.LZZZZZZZ.jpg
1555174736,Earning Eternity,Josi S. Kilpack,2000,Bonneville Books,Romance,"He had a love of life that she found invigorating. He was handsome, charming, kind, and a returned missionary from a good family. When Robb Larksley proposed to Kim, she saw in him everything she wanted. Eight years later, when Robb is inactive, unemployed, and drifting away, Kim finds her life crumbling around her. She must find strength before she and her son are buried in the debris of the broken world she once called ""home"".",3.8,192,http://images.amazon.com/images/P/1555174736.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1555174736.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1555174736.01.LZZZZZZZ.jpg
1883011469,"Crime Novels : American Noir of the 1930s and 40s : The Postman Always Rings Twice / They Shoot Horses, Don't They? / Thieves Like Us / The Big Clock / Nightmare Alley / I Married a Dead Man (Library of America)",Robert Polito,1997,Library of America,Mystery,"Evolving out of the terse and violent style of the pulp magazines, noir fiction expanded over the decades into a varied, innovative and profoundly influential body of writing. The eleven novels in ,The Library of America,â€™s adventurous two-volume collection taps deep roots in the American literary imagination, exploring themes of crime, guilt, deception, obsessive passion, murder, and the disintegrating psyche. With visionary and often subversive force they create a dark and violent mythology out of the most commonplace elements of modern life.,James M. Cainâ€™s pioneering novel of murder and adultery along the California highway, ,The Postman Always Rings Twice, (1934), shocked contemporaries with its laconic toughness and fierce sexuality.,Horace McCoyâ€™s ,They Shoot Horses, Donâ€™t They?, (1935) uses truncated rhythms and a unique narrative structure to turn its account of a Hollywood dance marathon into an unforgettable evocation of social chaos and personal desperation.,In ,Thieves Like Us, (1937), Edward Anderson vividly brings to life the dusty roads and back-country hideouts where a fugitive band of Oklahoma outlaws plays out its destiny.,The Big Clock, (1946), an ingenious novel of pursuit and evasion by the poet Kenneth Fearing, is set by contrast in the dense and neurotic inner world of a giant publishing corporation under the thumb of a warped and ultimately murderous chief executive.,William Lindsay Greshamâ€™s controversial ,Nightmare Alley, (1946), a ferocious psychological portrait of a charismatic carnival hustler, creates an unforgettable atmosphere of duplicity, corruption, and self-destruction.,I Married a Dead Man, (1948), a tale of switched identity set in the anxious suburbs, is perhaps the most striking novel of Cornell Woolrich, who found in the techniques of the gothic thriller the means to express an overpowering sense of personal doom.,Disturbing, poetic, anarchic, punctuated by terrifying bursts of rage and paranoia and powerfully evocative of the lost and desperate sidestreets of American life, these are underground classics now made widely and permanently available.",4.36,826,http://images.amazon.com/images/P/1883011469.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1883011469.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1883011469.01.LZZZZZZZ.jpg
3423124172,Wonderboys.,Michael Chabon,1998,Dtv,Fiction,"In his first novel since ,The Mysteries of Pittsburgh,, Chabon presents a hilarious and heartbreaking workâ€”the story of the friendship between the ""wonder boys""â€”Grady, an aging writer who has lost his way, and Crabtree, whose relentless debauchery is capsizing his career.",3.93,33674,http://images.amazon.com/images/P/3423124172.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423124172.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423124172.01.LZZZZZZZ.jpg
1564586480,Ultimate Visual Dictionary (Ultimate Visual Dictionary),Dorling Kindersley Publishing,1994,Dorling Kindersley,Science,"""...this is the ultimate visual dictionary produced by its publisher, which by extension makes it one of the best on the market"". -- Library Journal,-- A Library Journal Best Reference Sources Book",4.31,346,http://images.amazon.com/images/P/1564586480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1564586480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1564586480.01.LZZZZZZZ.jpg
1562922645,God's Little Instruction Book for Women (God's Little Instruction Book),Honor Books,1997,Honor Books (OK),Religion,"Some books have quotes and some have Scripture, but ""God's Little Instruction Book for Women"" has both! This little book not only provides man's insight, but also the wisdom of God. Putting practical knowledge and spiritual inspiration together offers comfort and guidance, hope and encouragement for today's women.",3.94,17,http://images.amazon.com/images/P/1562922645.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1562922645.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1562922645.01.LZZZZZZZ.jpg
1561709298,"Mirrors of Time: Using Regression for Physical, Emotional, and Spiritual Healing",Brian L. Weiss,2002,Hay House Lifestyles,Nonfiction,"""Mirrors of Time"", the new book by Dr Brian Weiss, allows you to take regression therapy to the next level. An audio CD is included that goes beyond meditation and visualization exercises - it contains the actual regression techniques Dr.Weiss uses with his patients.",3.99,718,http://images.amazon.com/images/P/1561709298.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1561709298.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1561709298.01.LZZZZZZZ.jpg
1563892464,Mr. Punch,Neil Gaiman,1995,DC Comics,Sequential Art,"A dark and frightening fully painted novella, MR. PUNCH tells the tale of a young boy's loss of innocence results from a horrific confrontation with his past. Spending a summer at his grandfather's seaside arcade, a troubled adolescent harmlessly becomes involved with a mysterious Punch and Judy Man and a mermaid-portraying woman. But when the violent puppet show triggers buried memories of the boy's family, the lives of all become feverishly intertwined. With disturbing mysteries and half-truths uncontrollably unraveling, the young boy is forced to deal with his family's dark secrets of violence, betrayal, and guilt.",3.77,7211,http://images.amazon.com/images/P/1563892464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1563892464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1563892464.01.LZZZZZZZ.jpg
2253058165,Le bal du dodo,GeneviÃ?Â¨ve Dormann,1991,LGF,Fiction,"Le bal du dodo est un roman, c'est Ã  dire une histoire inventÃ©e Ã  partir de lieux, de personnages et de situations qui pourraient Ãªtre rÃ©els. Je l'ai Ã©crit toute seule, Ã  la main, sans nÃ¨gre ni ordinateur, en m'appliquant pour m'amuser et distraire mes lecteurs.,L'action se passe, de nos jours, dans une Ã®le Maurice ignorÃ©e des touristes des clubs de vacances et des ho,Ã´tels de luxe. Ses personnages Ã©voluent dans une sociÃ©tÃ© de plus en plus restreinte et dont on ne parle jamais: 4 000 descendants des franÃ§ais envoyÃ©s par le roi au XVIIIe siÃ¨cle pour faire de cette Ile de France, alors dÃ©serte, l'escale la plus importante sur le route des Indes.,Le dodo ou Didus ineptus (linnÃ©) est une sorte de gros dindon, aujourd'hui disparu, dÃ©cimÃ© par les hollandais du XVIIe siÃ¨cle. Le Dodo Club, fondÃ© en 1928, est l'un des plus sÃ©lectif du monde et le bal du dodo a lieu tous les 31 dÃ©cembre.",3.56,41,http://images.amazon.com/images/P/2253058165.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253058165.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253058165.01.LZZZZZZZ.jpg
1565044312,Halls of the Arcanum: Pilgrims of the Glittering Path (Mage),James Estes,1995,White Wolf Pub,Fiction,"We watch the shadows cast upon the walls... , Eccentric scholar or visionary mystics? Harmless seekers of ancient lore, or delvers into forbidden mysteries? Who are the detectives of the Arcanum and what do they seek?, Wherever the werewolf howls, the demon corrupts, or the vampire feeds, there the Arcanum can be found: its members are poets, dreamers, philosophers -- anyone who has seen beyond the veil. ,Their motivations hidden, they are an enigma, with much to teach the World of Darkness...and much to learn.",3.47,34,http://images.amazon.com/images/P/1565044312.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565044312.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1565044312.01.LZZZZZZZ.jpg
